,Sampler,Model,num_grads_to_low_error,ess_corr,max,statistic,num_tuning_grads,L,step_size
0,adjusted_hmc,Gaussian_17783,62470.41996871895,,True,x2,328586.75,0.9934407838933675,0.09950240470599901
1,adjusted_hmc,Gaussian_17783,2875.876111091921,,False,x2,328586.75,0.9934407838933675,0.09950240470599901
2,adjusted_hmc,Gaussian_17783,63698.658724497785,,True,x,328586.75,0.9934407838933675,0.09950240470599901
3,adjusted_hmc,Gaussian_17783,3455.0456056868215,,False,x,328586.75,0.9934407838933675,0.09950240470599901
