,Sampler,Model,num_grads_to_low_error,ess_corr,max,statistic,num_tuning_grads,L,step_size
0,nuts_velocity_verlet,Rosenbrock_8,55075.24694186047,,True,identity,231248.61240310076,3.564616337200323,0.06538251370550228
1,nuts_velocity_verlet,Rosenbrock_8,21476.578706976743,,False,identity,231248.61240310076,3.564616337200323,0.06538251370550228
2,nuts_velocity_verlet,Rosenbrock_8,61219.31971627907,,True,square,231248.61240310076,3.564616337200323,0.06538251370550228
3,nuts_velocity_verlet,Rosenbrock_8,22472.91483255814,,False,square,231248.61240310076,3.564616337200323,0.06538251370550228
