,Sampler,Model,num_grads_to_low_error,max,statistic,num_tuning_grads,L,step_size
0,adjusted_microcanonical_mclachlan,Rosenbrock_16,77867.26380941496,True,x2,523310.393939394,8.0,0.3635519025252412
1,adjusted_microcanonical_mclachlan,Rosenbrock_16,14454.138386807077,False,x2,523310.393939394,8.0,0.3635519025252412
2,adjusted_microcanonical_mclachlan,Rosenbrock_16,61826.69559966564,True,x,523310.393939394,8.0,0.3635519025252412
3,adjusted_microcanonical_mclachlan,Rosenbrock_16,11898.2236720668,False,x,523310.393939394,8.0,0.3635519025252412
