,Sampler,Model,num_grads_to_low_error,ess_corr,max,statistic,num_tuning_grads,L,step_size
0,nuts,U1,131962.017375,,True,polyakov,1008704.65625,0.29458087182583026,0.00028796839150347004
1,nuts,U1,83882.83275,,False,polyakov,1008704.65625,0.29458087182583026,0.00028796839150347004
2,nuts,U1,inf,,True,polyakov^2,1008704.65625,0.29458087182583026,0.00028796839150347004
3,nuts,U1,inf,,False,polyakov^2,1008704.65625,0.29458087182583026,0.00028796839150347004
