,Sampler,Model,num_grads_to_low_error,max,statistic,num_tuning_grads,L,step_size
0,nuts,Phi4_L8_lam2.921,13290.8758875,True,x2,50833.828125,4.745063053701062,0.3484535241164338
1,nuts,Phi4_L8_lam2.921,2105.7560562500003,False,x2,50833.828125,4.745063053701062,0.3484535241164338
2,nuts,Phi4_L8_lam2.921,14466.817581250001,True,x,50833.828125,4.745063053701062,0.3484535241164338
3,nuts,Phi4_L8_lam2.921,2461.2733125,False,x,50833.828125,4.745063053701062,0.3484535241164338
