,Sampler,Model,num_grads_to_low_error,grads_to_low_error_std,ess_corr,max,statistic,num_tuning_grads,L,step_size,batch_size,tuning_outcome
0,unadjusted_canonical_nolangevin_alba_mclachlan_precond:False,rosenbrock_1860d,inf,,,True,identity,40000.0,21.497697309729574,0.051344957084475784,4,success
1,unadjusted_canonical_nolangevin_alba_mclachlan_precond:False,rosenbrock_1860d,inf,,,False,identity,40000.0,21.497697309729574,0.051344957084475784,4,success
2,unadjusted_canonical_nolangevin_alba_mclachlan_precond:False,rosenbrock_1860d,inf,,,True,square,40000.0,21.497697309729574,0.051344957084475784,4,success
3,unadjusted_canonical_nolangevin_alba_mclachlan_precond:False,rosenbrock_1860d,inf,,,False,square,40000.0,21.497697309729574,0.051344957084475784,4,success
