,Sampler,Model,num_grads_to_low_error,ess_corr,max,statistic,num_tuning_grads,L,step_size
0,grid_search_hmc_velocity_verlet,Gaussian_6,798.4779475070028,,True,x2,0.0,1.0,0.6863057417064032
1,grid_search_hmc_velocity_verlet,Gaussian_6,260.81670183166693,,False,x2,0.0,1.0,0.6863057417064032
2,grid_search_hmc_velocity_verlet,Gaussian_6,1194.802768167413,,True,x,0.0,1.0,0.6863057417064032
3,grid_search_hmc_velocity_verlet,Gaussian_6,386.12528483459073,,False,x,0.0,1.0,0.6863057417064032
