,Sampler,Model,num_grads_to_low_error,grads_to_low_error_std,ess_corr,max,statistic,num_tuning_grads,L,step_size,batch_size,tuning_outcome
0,adjusted_microcanonical_langevin_alba_velocity verlet_precond:False,rosenbrock_864d,1734112.7002022061,3740.017194398977,,True,identity,252926.80000000002,27.592350213677975,0.5554548211203795,5,success
1,adjusted_microcanonical_langevin_alba_velocity verlet_precond:False,rosenbrock_864d,100747.14401151844,105.67314275633143,,False,identity,252926.80000000002,27.592350213677975,0.5554548211203795,5,success
2,adjusted_microcanonical_langevin_alba_velocity verlet_precond:False,rosenbrock_864d,2225428.9005345125,18261.559183363835,,True,square,252926.80000000002,27.592350213677975,0.5554548211203795,5,success
3,adjusted_microcanonical_langevin_alba_velocity verlet_precond:False,rosenbrock_864d,113911.8349203214,211.21663641863063,,False,square,252926.80000000002,27.592350213677975,0.5554548211203795,5,success
